idiom,num_contexts,jp_contexts,english_translations
気 に 掛ける,3,聞くことで 気に掛けてくれるとの 貴方への満足感を 与えたく無かった ||| お気に 掛けないで下さいね ハンサムな方と話が出来るだけでも もう嬉しくて ||| それで今日　彼女を救う あなたは手伝う事になる たとえあなたが 誰も気に掛けないとしても あなたの娘ジュリアでさえ,"I didn't want to give you the satisfaction of thinking I cared enough to ask. ||| I hope you don't mind, but I don't get many handsome young men visitors anymore. ||| So today, I'm saving hers, and you're gonna help, even if you care about no one, not even your daughter Julia."
気 に 病む,3,- おやおや もう気に病まなくても いいですよ ||| 君は気に病むたちだからな もう忘れろ ||| 気に病む事はない,"You don't need to worry about me anymore. ||| Well, you always worried too much, Jim. The past is the past, my friend. ||| I wouldn't bother, laddie."
気 に 障る,3,先に使ってしまって お気に障ったかしら ||| 気に障ったかな？ ||| 何が気に障った? ん? 最後ぐらい一,I hope you don't mind that I tried it first. ||| Mind if I sit? ||| At least die like a honourable man.
気 に 食う ない,3,"１回は""イエス""の意味だ 気に食わないとさ ||| 破られたのが 気に食わないんだ ||| 僕が吹っ切れてるのが 気に食わないんだ",One ding. That means yes. Tio don't like you. ||| - I don't think you like the fact that I beat your test. ||| She just can't stand that I got over it.
気 を 付ける,3,「特に気を付けて頂きたいのは 交換した鍵が漏洩したり」 ||| - 了解 気を付けろ ||| - 運転は気を付けて,"""I would like to confirm out of email that the keys we exchanged ||| I know you know. ||| - You drive careful."
気 を 使う,3,気を使うな ||| あー 本当はいろいろ進んでんのに （勇気）うん 知らないふりして 気を使って ||| 気を使った言い方してくれても いいんじゃない？,"Don't mind me. ||| You mean how even though things are progressing between them, we have to pretend we don't know. ||| Er, yeah, nicely put, John."
気 を 取る れる,3,"「ダズリングス」に 人気を取られると思って... 悪いウワサを流してるのでは？ ||| それとも手に気を取られたか？ ||| ああ, だがあの時は 食べ物に気を取られてたんだ","Perhaps you're all just worried that the Dazzlings will steal your spotlight. ||| Or you been too busy watching the hand holding the deck? ||| Yeah, but they were feeding. They were distracted."
気 を 失う,3,た たぶん 気を失ったのだと思います ||| ガソリンを入れている時に 蒸気を吸って それでまた気を失ったんだ ||| よく考えろ 君は気を失ったがヨルゲンと君の弟は −,"I - I don't know, I think I passed out for a while. ||| You were pumping gas, and the fumes, they made you pass out again. ||| Think about it. No one else fainted, only you."
気 を 引く,3,ホントにあなたの気を 引いちゃったのね ||| 気を引きたいのか 嫌なヤツだぞ ||| だったら 教えてちょうだい 万引き癖のある最悪の妹に かかわって 私に何の得が？ あの子は周りの 気を引きたいだけ,"I really got to you, didn't I, Walter? ||| You girls throw yourselves at any douche bag who happens to be Moroi and royal. ||| Now I'm supposed to go, ""Hank, please what can I possibly do to further benefit my spoiled, kleptomaniac, bitch sister who somehow always manages to be the center of attention?"""
気 を 悪い する,3,謝りに来た 君の気を悪くしたから... 仲直りしよう ||| みんな気を悪くしている 臨機応変に対応してくれよ？ ||| 分かったよ 若旦那 気を悪くせんでくれ,"To apologize for anything I said that hurt your feelings and sort things out between you and me. ||| A lot of people would just suck it up, you know, rise to the occasion? ||| All right young sir, I meant no offense."
気 を 抜く,3,-8 気を抜くな 頼むから ||| 気を抜くな ||| よし 気を抜くなよ,"Concentrate, please! ||| Stay sharp. ||| OK, stay sharp."
気 を 持つ せる,3,アニーに気を持たせて 何もしない気なのか？ ||| あの夜は気を持たせちゃって... ||| 気を持たせるだけだなと思って 言えなかったのね,"May, you can't give Annie all this hope and then not deliver on anything at all. ||| I know I left you hanging the other night and I just wanted... ||| I figured that would just lead him on."
気 を 落とす,3,気を落とすな 覚えてる ||| 気を落とさずに ||| 気を落とさないで　ヴィクター,"Be brave I'll remember you ||| God bless. ||| Take care,victor."
気 を 許す,3,僕は本当に彼女に気を許していた ||| ジュリエット 気を許すな ||| 白状させるには 信用できる誰かが要る 気を許してしいる誰かだ,"I really let her in. ||| Juliette, you can't trust her. ||| Look, if we're gonna get him to confess, it has to be with someone that he truly trusts, someone that he'll genuinely let his guard down with."
気 を 遣う,3,健康には気を遣わないと ||| これは特に気を遣うの　注意して ||| 私には身体に気を遣わない 貴方って変に思えるわ,"We're watching our cholesterol, I guess. Not me. ||| That one's very fragile. Be careful. ||| Strikes me as odd that you're not taking better care of yours."
気 を 配る,3,あなたのお父さんは 色々と気を配るのよ ||| あなたと違い 気を配ってるので 好きな時間や 相棒を迎えに来る時間など ||| 細かいところまで　気を配らないと,"Your dad, he is so thoughtful, to the end. ||| Yes, I, unlike you, pay attention to details, like what time it is and what time you're supposed to pick up your partner for shift. ||| It's an attention to detail."
気 を 静める,3,落ち着くんだ　気を静めろ ||| 気を静めて入りなさい ||| まあ奥様 気を静めてください,"Okay, McFly. Get a grip on yourself. ||| So you better pull yourself together and get in there. ||| Please, don't get upset, Princess. It's just your imagination, because, I assure you..."
気合 を 入れる,3,気合を入れろ！ ||| チアリーダーたちが劇で 気合を入れてくれるようだ ||| もっと気合を入れて練習を始めろ ニーマン,"Put some spunk into it! ||| The cheerleaders have put together a skit to help get us in the spirit. ||| Start practicing harder, Neiman."
気味 が 悪い,3,君よりも、私のほうがずっと気味が悪いと 思われてるよ、マーゴ。 ||| 気味が悪くて広い場所だ ||| 気味が悪いな,"I'm much weirder than you will ever be, Margot. ||| I know it's spooky, big guy. ||| Spooky."
水 に 流す,3,謝罪するなら すべてを水に流すそうよ ||| まさか水に流すよ ||| ジュニア　赤ん坊を渡せ すべて水に流そう,"He says he'll drop the whole thing if you apologize. ||| Live and let live, man. ||| Junior, look, hand over the baby, and we'll let bygones be bygones."
水 を 差す,3,だが言い終わる前に あの光に水を差された 話の続きを期待してるんだが ||| 水を差すようだが 操ってはならん ||| パーティに 水を差すのは,"But before he could finish, we were interrupted by that flash of light and I'm hoping we can pick up where we left off. ||| I hate to interrupt, But glamour is not permitted. ||| - Well, I don't want to barge in on your party."
水の 泡,3,チャドが生活体験者の名簿を 持って来なければ 全て水の泡 ||| 私が捕まれば全てが水の泡 ||| 今を逃せば水の泡,"If Chad doesn't get back with that list of live-aboards, it was all for nothing. ||| If they arrest me, this mission is blown. ||| It's a needle in a haystack after this."
汗 を 流す,3,心をなくしてた　それが彼女 スポーツして汗を流すこともなく ただひたすら研究してた ||| そうです　食事はビーガン 走って汗を流します ||| 共に血と汗を流し 弾の雨をくぐって来た,"You're losing your mind, and there she is, working just as hard, not even breaking a sweat. ||| Yeah, I actually did. I'm a vegan. And I started working out, and running, and working out, and running... ||| We've shared blood, sweat and precious metal together."
